,Unnamed: 0,Ninjavan TH Reviews
275,275," Please just fire the courier, because I'm not polite & impolite ... even though I was told to wait for 5 minutes or so I ran away, I didn't say anything, Malay said I was destitute because I didn't want to change …"
276,276," Good morning, my package has been in transit for 3 days but where did it go for 3 days. Then there is no latest update, please don't this is how it works. …"
277,277, Disappointed 2 times. Buy a package. .shipping via mail. Ninja. . Most of the prnding was severe. …
278,278," Servant and speed like a ninja style, Just don't take the ninja stance that likes to disappear Yach ,, the one who disappears doesn't know the news hehehe ,, ninja express mwanteeeeeeppppp …"
279,279, Want to ask .. does Ninja Express open vacancies for couriers .. thank you …
280,280," Sir / Ma'am, please if you want to open an expedition, first review the work plan. Don't be careless! The period of sending the package is really old, so the receipt is checked, there is no update. If the employee …"
281,281," bad cooperation. 8 months commission doesn't pay off DISAPPOINTED, the reason the computer is broken blah blah Please at URUS, the responsibility is NINJA, MITRA ASIH BEKASI UTARA branch …"
282,282," I have used the Ninja Xpress service twice, but the delivery is always late, the station will always be sent to the destination only, after 4 days, actually the intention is to make this service company or not, or the …"
283,283," The admin of the social media division, especially Instagram, doesn't like the response, even though the response is just like other delivery services. The CS admin who took care of the complaints in the email too, …"
284,284, Payakumbuh area Ninja Express courier is really outrageous. The parcel for our parents was not handed over to the recipient but it was reported that the package was delivered and finished. …
285,285, Services in East Tanjung Jabung district are very bad ... please fix it boss …
286,286,Thanks cs
287,287," Unprofessional expedition, it's better to just close it!  "
288,288," slow delivery already many ""CS chat was told to be patient …"
289,289," You're cool, it's been 5 days since the process of working the goods didn't arrive at the recipient. Even calling the call center or sending an email is not a solution. Thank you for learning to be patient …"
290,290," Dogs are the oath of going round and round packages from Karawang to Bekasi just a week or so. The strange thing is that the package goes round and round from the start, the giver knows that the package is invited to …"
291,291," Hadee ... the goods have been confirmed and received by the Ninja, but 2 days have not been sent either. It's been the second time like this. How ridiculous I swear! The work system is awesome whether it's just an …"
292,292, No komen  
293,293, The package has not moved for 4 days. Even though it is the same as south tangerang 🤦‍♀️🤦‍♀️ …
294,294," The rating is really strange, many give 1 star why is the rating still 4.5? …"
295,295, It's been 3 days that the goods from Shopee have not been taken ... the impression is that they want to come ... but it's messed up …
296,296, Ninjaxpres service is very bad ... Why should the RTS sprite 3 item be drunk 1 should all be whole ... Not really trustworthy ... …
297,297," Of the many new expeditions this time it was disappointed, the package was not picked up according to schedule so I took it directly to the Partner but it turned out that it took a long time to pick up huftt …"
298,298," from August 29 to September 29, 2020 the package has not arrived. the information is still sent by Allah, the name of the ninja X-press …"
299,299, Very bad pickup service from the morning 09.00 to 19.44 tonight the package has not been picked up by the courier. CONTINUE …
300,300, Slow delivery. have to wait until the next year new items arrive. the name is only express. service remains to the stone age. …
301,301," Long pickup, long delivery. The courier gave a fake report. Pick up operating hours until 10 pm but not pick up on that day. Very disappointed …"
302,302, Fast delivery  
303,303," Very disappointing, I was expecting ninja services to be fast. But it turned out to be far from what was expected. Very disappointing in fact. The package took a very long time to arrive, even a ninja service that …"
304,304," Disappointed using ninja. Always have a bad experience. In the past, the lost package didn't arrive. CS is also not cooperative. …"
305,305," It's really bad, I ordered at a shopee using a ninja at first, I just tried it, uh, it's been between Jakarta for 3 DAYS the order hasn't been picked up yet! Just like sending it from Papua. The website is not clear, …"
306,306," The worst service, compared to other couriers  "
307,307," As an online merchant and buyer, I am very satisfied with Ninja Van's service. If the pick-up barring home is always fast, the goods are picked up on the same day as the pick-up request. Regular delivery of goods in …"
308,308," BAD SERVICE FROM NINJA HARM SELLER AND CUSTOMER. 2 times had a case with a ninja. The introductory person from the ninja does not work professionally, the customer's package is not delivered to the recipient's address …"
309,309, 5 days haven't arrived ... really disappointed the package didn't move …
310,310, my item didn't arrive the customer service has been called dozens of times and not answered :
311,311," My package was conveniently lost !!! Phone to CS, lumping horse meter premium rate Wow, this is a company …"
312,312," Being that the goods are needed from kmren, the reasons continue. …"
313,313," Delivery is always late, never late, never on time, I can't work professionally, don't open a company …"
314,314," Very disappointing, you should not use the name ninja Xpress, use the name Ninja conch, it is very suitable, because it is very slow, takes time to ask for forgiveness, it is not suitable for an olshop like me, if the …"
315,315," the delivery was really bad, many items were missing, disband the ninja …"
316,316, Longest expedition ...  
317,317, Super slow  
318,318, Very irresponsible kuruirnya. The old package is coming. . The courier was rude. …
